cue,patterns (|),feelings (|),needs (|),example
security-immigration-appointment-changed,appointment rescheduled without notice|time changed after I confirmed|new date assigned without asking,anxious|tense|worried|uneasy,predictability|consideration|respect|clarity,The appointment was moved to a weekday morning without checking my availability.
security-bank-fee-added,unexpected bank fee|maintenance fee added|account charged without explanation,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,A fee appeared on my account with no explanation.
security-customer-service-loop,stuck in automated loop|can't reach a person|support bot replies only,frustrated|pressured|tired|resentful,support|access|clarity|consideration,The support line kept sending automated messages without connecting me to a person.
security-safety-ignored,ignored safety protocol|didn't wear required gear|skipped the safety step,alarmed|scared|tense|anxious,safety|predictability|trust|care,security began the procedure without wearing the required gloves.
security-appointment-overbooked,double-booked my slot|two appointments at same time|overbooked schedule,anxious|tense|worried|uneasy,order|predictability|consideration|respect,Two appointments were booked at the same time for me.
security-refused-accommodation,refused accommodation request|declined interpreter|didn't allow extra time,excluded|tense|anxious|frustrated,access|inclusion|respect|support,My request for captions was declined without alternatives.
security-returned-item-denied,return denied without reason|store refused my return|policy not posted but used,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The return was denied and no policy was shown.
security-room-entered-without-consent,entered my room without knocking|opened my door without asking|came in unannounced,alarmed|scared|tense|anxious,space|privacy|safety|respect,security opened my door and stepped in without knocking.
security-belongings-moved,moved my things without asking|rearranged my desk|tidied my items without checking,frustrated|pressured|tired|resentful,autonomy|space|respect|consideration,My labeled folders were moved to a cabinet.
security-back-to-back-meetings,scheduled meetings back to back|no breaks between calls|stacked calendar without space,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,Three meetings were booked with no buffer in between.
security-i-feel-like-phrasing,I feel like they ignored me|I feel like no one cares|I feel like they did this on purpose,hurt|sad|lonely|anxious,to-be-heard|acknowledgement|understanding|connection,I feel like no one cared about my message today.
security-because-clause,they left because I spoke up|they changed plans because of me|they did it because I said no,hurt|sad|lonely|anxious,to-be-heard|respect|mutuality|understanding,"They left right after I spoke up, saying it was because I challenged the idea."
security-after-clause,"after I shared, no response|after I asked, they went silent|after I arrived, the plan changed",confused|uncertain|anxious|unsettled,clarity|respect|consideration|predictability,"After I asked a question, they went silent."
security-comparison-better-than,"compared me to someone else|'unlike X, you' from security|said others do it better",hurt|sad|lonely|anxious,to-be-seen|fairness|acknowledgement|respect,security said someone else handles it better than me.
security-apology-missing,no apology after mistake|never apologized|didn't say sorry,hurt|sad|lonely|anxious,accountability|repair|respect|honesty,"After the mistake, there was no apology from security."
officer-ignored-message,officer ignored my message|officer left me on read|officer did not reply|seen .* no reply from officer|I feel like officer ignored me|ignored my message|left me on read|did not reply|I feel like ignored me,hurt|sad|lonely|anxious,to-be-seen|connection|belonging|consideration,I sent two messages to officer and saw 'seen' with no reply for 48 hours.
officer-changed-plan-without-asking,officer changed the plan without asking|officer decided for me|officer made plans without me|officer told me I had to|changed the plan without asking|decided for me|made plans without me|told me I had to,frustrated|pressured|tired|resentful,autonomy|choice|freedom|mutuality,officer changed the plan and told me what I'd be doing without checking.
officer-overcharged,charged .* extra at checkout|price higher than quoted by officer|fee added after total|tip changed after payment,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,The final bill from officer included a fee that wasn't in the quote.
officer-lost-item,lost my .*|my .* was misplaced|officer can't find my paperwork|officer lost my paperwork|can't find my paperwork|lost my paperwork,frustrated|pressured|tired|resentful,care|clarity|acknowledgement|responsibility,officer couldn't find the paperwork I handed them last week.
officer-breach-privacy,officer shared my info without consent|officer forwarded my email|officer posted my photo without asking|screenshot of our chat shared by officer|shared my info without consent|forwarded my email|posted my photo without asking,confused|uncertain|anxious|unsettled,privacy|autonomy|respect|safety,officer posted a screenshot of our chat in a group without asking.
officer-public-criticism,officer criticized me in public|officer called me out in front of others|officer pointed out my mistake loudly|criticized me in public|called me out in front of others|pointed out my mistake loudly,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,officer highlighted my mistake during the meeting while others watched.
officer-credit-taken,officer took credit for my work|officer presented my work as theirs|officer left my name off|took credit for my work|presented my work as theirs|left my name off,jealous|hurt|angry|anxious,acknowledgement|recognition|fairness|respect,My contribution was presented by officer without my name mentioned.
officer-deadline-moved-earlier,deadline moved up by officer|due date pulled earlier by officer|asked for delivery sooner than agreed by officer,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,The due date was moved from Friday to Wednesday without checking my capacity.
officer-muted-or-removed,officer muted me|officer removed me from the call|officer kicked me from the channel|muted me|removed me from the call|kicked me from the channel,embarrassed|hurt|anxious|lonely,respect|autonomy|consideration|to-be-heard,officer muted me while I was speaking.
officer-meeting-started-without-me,meeting started early|decisions made before I joined|officer began before scheduled time|began before scheduled time,confused|uncertain|anxious|unsettled,consideration|inclusion|predictability|respect,"When I joined at the scheduled time, they were already on agenda item two."
officer-form-closed-early,form closed early|submission window ended early|link closed before deadline,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The application portal closed hours before the stated deadline.
officer-appointment-canceled-last-minute,appointment canceled last minute by officer|canceled same day|backed out with short notice,hurt|sad|lonely|anxious,reliability|support|consideration|security,officer canceled 30 minutes before the appointment.
officer-name-misspelled-after-correction,kept misspelling my name|used the wrong name after I corrected it|name still wrong in records,hurt|sad|lonely|anxious,respect|honor|to-be-seen|belonging,"After I corrected them, officer kept spelling my name wrong."
officer-conditional-invite,invited only if .*|'you can come if' from officer|included conditionally in plans,hurt|sad|lonely|anxious,belonging|inclusion|to-be-seen|respect,officer said I could come only if I handled the driving.
officer-backhanded-compliment,officer gave a backhanded compliment|'for someone like you' comment from officer|compliment with a dig|gave a backhanded compliment,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,"officer said, 'You're articulate for someone so young.'"
officer-gaslight-phrases,officer said 'that's not what happened' after I described it|officer said I'm imagining things|'you're crazy' from officer|said 'that's not what happened' after I described it|said I'm imagining things,confused|uncertain|anxious|unsettled,understanding|honesty|trust|respect,"After I described the email, officer said it never happened."
officer-omitted-context,officer left out key info|officer didn't share the requirement|officer omitted the deadline|left out key info|didn't share the requirement|omitted the deadline,confused|uncertain|anxious|unsettled,clarity|honesty|support|fairness,I learned the requirement only after the submission closed.
officer-policy-enforced-selectively,rule applied to me not others|selective enforcement by officer|inconsistent policy enforcement,frustrated|pressured|tired|resentful,justice|fairness|respect|acknowledgement,Others got exceptions that I was denied.
officer-moderation-removed-no-reason,officer removed my post without reason|thread locked by officer|comment deleted without explanation|removed my post without reason,silenced|frustrated|lonely|powerless,participation|to-be-heard|consideration|mutuality,A moderator removed my post without any reason.
officer-algorithm-shadowban,my posts get no views|content hidden without notice|no one can see my posts,confused|uncertain|anxious|unsettled,clarity|predictability|justice|respect,My post views dropped to zero with no explanation.
officer-accessibility-gap,no captions provided|slides not accessible|no ramp available at venue,excluded|anxious|discouraged|frustrated,access|inclusion|respect|support,The webinar had no captions despite prior requests.
officer-parking-issue,parking spot taken despite permit|assigned spot occupied|blocked my car,frustrated|pressured|tired|resentful,fairness|clarity|respect|predictability,My assigned spot was taken and no alternative was offered.
officer-noise-violation-night,loud noise during quiet hours|party past quiet hours|music kept me up,overwhelmed|pressured|tired|anxious,rest|consideration|peace|respect,Music played loudly past midnight through the shared wall.
officer-thermostat-changed,thermostat changed without asking|temperature changed without checking|ac set very cold without asking,frustrated|pressured|tired|resentful,comfort|consideration|communication|respect,The thermostat was turned down while I was still working.
officer-paperwork-lost-agency,agency lost my documents|office misplaced my file|documents missing after submission,frustrated|pressured|tired|resentful,clarity|responsibility|acknowledgement|support,The office couldn't find the forms I submitted last month.
officer-immigration-appointment-changed,appointment rescheduled without notice|time changed after I confirmed|new date assigned without asking,anxious|tense|worried|uneasy,predictability|consideration|respect|clarity,The appointment was moved to a weekday morning without checking my availability.
officer-bank-fee-added,unexpected bank fee|maintenance fee added|account charged without explanation,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,A fee appeared on my account with no explanation.
officer-customer-service-loop,stuck in automated loop|can't reach a person|support bot replies only,frustrated|pressured|tired|resentful,support|access|clarity|consideration,The support line kept sending automated messages without connecting me to a person.
officer-safety-ignored,ignored safety protocol|didn't wear required gear|skipped the safety step,alarmed|scared|tense|anxious,safety|predictability|trust|care,officer began the procedure without wearing the required gloves.
officer-appointment-overbooked,double-booked my slot|two appointments at same time|overbooked schedule,anxious|tense|worried|uneasy,order|predictability|consideration|respect,Two appointments were booked at the same time for me.
officer-refused-accommodation,refused accommodation request|declined interpreter|didn't allow extra time,excluded|tense|anxious|frustrated,access|inclusion|respect|support,My request for captions was declined without alternatives.
officer-returned-item-denied,return denied without reason|store refused my return|policy not posted but used,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The return was denied and no policy was shown.
officer-room-entered-without-consent,entered my room without knocking|opened my door without asking|came in unannounced,alarmed|scared|tense|anxious,space|privacy|safety|respect,officer opened my door and stepped in without knocking.
officer-belongings-moved,moved my things without asking|rearranged my desk|tidied my items without checking,frustrated|pressured|tired|resentful,autonomy|space|respect|consideration,My labeled folders were moved to a cabinet.
officer-back-to-back-meetings,scheduled meetings back to back|no breaks between calls|stacked calendar without space,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,Three meetings were booked with no buffer in between.
officer-i-feel-like-phrasing,I feel like they ignored me|I feel like no one cares|I feel like they did this on purpose,hurt|sad|lonely|anxious,to-be-heard|acknowledgement|understanding|connection,I feel like no one cared about my message today.
officer-because-clause,they left because I spoke up|they changed plans because of me|they did it because I said no,hurt|sad|lonely|anxious,to-be-heard|respect|mutuality|understanding,"They left right after I spoke up, saying it was because I challenged the idea."
officer-after-clause,"after I shared, no response|after I asked, they went silent|after I arrived, the plan changed",confused|uncertain|anxious|unsettled,clarity|respect|consideration|predictability,"After I asked a question, they went silent."
officer-comparison-better-than,"compared me to someone else|'unlike X, you' from officer|said others do it better",hurt|sad|lonely|anxious,to-be-seen|fairness|acknowledgement|respect,officer said someone else handles it better than me.
officer-apology-missing,no apology after mistake|never apologized|didn't say sorry,hurt|sad|lonely|anxious,accountability|repair|respect|honesty,"After the mistake, there was no apology from officer."
clerk-ignored-message,clerk ignored my message|clerk left me on read|clerk did not reply|seen .* no reply from clerk|I feel like clerk ignored me|ignored my message|left me on read|did not reply|I feel like ignored me,hurt|sad|lonely|anxious,to-be-seen|connection|belonging|consideration,I sent two messages to clerk and saw 'seen' with no reply for 48 hours.
clerk-changed-plan-without-asking,clerk changed the plan without asking|clerk decided for me|clerk made plans without me|clerk told me I had to|changed the plan without asking|decided for me|made plans without me|told me I had to,frustrated|pressured|tired|resentful,autonomy|choice|freedom|mutuality,clerk changed the plan and told me what I'd be doing without checking.
clerk-overcharged,charged .* extra at checkout|price higher than quoted by clerk|fee added after total|tip changed after payment,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,The final bill from clerk included a fee that wasn't in the quote.
clerk-lost-item,lost my .*|my .* was misplaced|clerk can't find my paperwork|clerk lost my paperwork|can't find my paperwork|lost my paperwork,frustrated|pressured|tired|resentful,care|clarity|acknowledgement|responsibility,clerk couldn't find the paperwork I handed them last week.
clerk-breach-privacy,clerk shared my info without consent|clerk forwarded my email|clerk posted my photo without asking|screenshot of our chat shared by clerk|shared my info without consent|forwarded my email|posted my photo without asking,confused|uncertain|anxious|unsettled,privacy|autonomy|respect|safety,clerk posted a screenshot of our chat in a group without asking.
clerk-public-criticism,clerk criticized me in public|clerk called me out in front of others|clerk pointed out my mistake loudly|criticized me in public|called me out in front of others|pointed out my mistake loudly,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,clerk highlighted my mistake during the meeting while others watched.
clerk-credit-taken,clerk took credit for my work|clerk presented my work as theirs|clerk left my name off|took credit for my work|presented my work as theirs|left my name off,jealous|hurt|angry|anxious,acknowledgement|recognition|fairness|respect,My contribution was presented by clerk without my name mentioned.
clerk-deadline-moved-earlier,deadline moved up by clerk|due date pulled earlier by clerk|asked for delivery sooner than agreed by clerk,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,The due date was moved from Friday to Wednesday without checking my capacity.
clerk-muted-or-removed,clerk muted me|clerk removed me from the call|clerk kicked me from the channel|muted me|removed me from the call|kicked me from the channel,embarrassed|hurt|anxious|lonely,respect|autonomy|consideration|to-be-heard,clerk muted me while I was speaking.
clerk-meeting-started-without-me,meeting started early|decisions made before I joined|clerk began before scheduled time|began before scheduled time,confused|uncertain|anxious|unsettled,consideration|inclusion|predictability|respect,"When I joined at the scheduled time, they were already on agenda item two."
clerk-form-closed-early,form closed early|submission window ended early|link closed before deadline,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The application portal closed hours before the stated deadline.
clerk-appointment-canceled-last-minute,appointment canceled last minute by clerk|canceled same day|backed out with short notice,hurt|sad|lonely|anxious,reliability|support|consideration|security,clerk canceled 30 minutes before the appointment.
clerk-name-misspelled-after-correction,kept misspelling my name|used the wrong name after I corrected it|name still wrong in records,hurt|sad|lonely|anxious,respect|honor|to-be-seen|belonging,"After I corrected them, clerk kept spelling my name wrong."
clerk-conditional-invite,invited only if .*|'you can come if' from clerk|included conditionally in plans,hurt|sad|lonely|anxious,belonging|inclusion|to-be-seen|respect,clerk said I could come only if I handled the driving.
clerk-backhanded-compliment,clerk gave a backhanded compliment|'for someone like you' comment from clerk|compliment with a dig|gave a backhanded compliment,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,"clerk said, 'You're articulate for someone so young.'"
clerk-gaslight-phrases,clerk said 'that's not what happened' after I described it|clerk said I'm imagining things|'you're crazy' from clerk|said 'that's not what happened' after I described it|said I'm imagining things,confused|uncertain|anxious|unsettled,understanding|honesty|trust|respect,"After I described the email, clerk said it never happened."
clerk-omitted-context,clerk left out key info|clerk didn't share the requirement|clerk omitted the deadline|left out key info|didn't share the requirement|omitted the deadline,confused|uncertain|anxious|unsettled,clarity|honesty|support|fairness,I learned the requirement only after the submission closed.
clerk-policy-enforced-selectively,rule applied to me not others|selective enforcement by clerk|inconsistent policy enforcement,frustrated|pressured|tired|resentful,justice|fairness|respect|acknowledgement,Others got exceptions that I was denied.
clerk-moderation-removed-no-reason,clerk removed my post without reason|thread locked by clerk|comment deleted without explanation|removed my post without reason,silenced|frustrated|lonely|powerless,participation|to-be-heard|consideration|mutuality,A moderator removed my post without any reason.
clerk-algorithm-shadowban,my posts get no views|content hidden without notice|no one can see my posts,confused|uncertain|anxious|unsettled,clarity|predictability|justice|respect,My post views dropped to zero with no explanation.
clerk-accessibility-gap,no captions provided|slides not accessible|no ramp available at venue,excluded|anxious|discouraged|frustrated,access|inclusion|respect|support,The webinar had no captions despite prior requests.
clerk-parking-issue,parking spot taken despite permit|assigned spot occupied|blocked my car,frustrated|pressured|tired|resentful,fairness|clarity|respect|predictability,My assigned spot was taken and no alternative was offered.
clerk-noise-violation-night,loud noise during quiet hours|party past quiet hours|music kept me up,overwhelmed|pressured|tired|anxious,rest|consideration|peace|respect,Music played loudly past midnight through the shared wall.
clerk-thermostat-changed,thermostat changed without asking|temperature changed without checking|ac set very cold without asking,frustrated|pressured|tired|resentful,comfort|consideration|communication|respect,The thermostat was turned down while I was still working.
clerk-paperwork-lost-agency,agency lost my documents|office misplaced my file|documents missing after submission,frustrated|pressured|tired|resentful,clarity|responsibility|acknowledgement|support,The office couldn't find the forms I submitted last month.
clerk-immigration-appointment-changed,appointment rescheduled without notice|time changed after I confirmed|new date assigned without asking,anxious|tense|worried|uneasy,predictability|consideration|respect|clarity,The appointment was moved to a weekday morning without checking my availability.
clerk-bank-fee-added,unexpected bank fee|maintenance fee added|account charged without explanation,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,A fee appeared on my account with no explanation.
clerk-customer-service-loop,stuck in automated loop|can't reach a person|support bot replies only,frustrated|pressured|tired|resentful,support|access|clarity|consideration,The support line kept sending automated messages without connecting me to a person.
clerk-safety-ignored,ignored safety protocol|didn't wear required gear|skipped the safety step,alarmed|scared|tense|anxious,safety|predictability|trust|care,clerk began the procedure without wearing the required gloves.
clerk-appointment-overbooked,double-booked my slot|two appointments at same time|overbooked schedule,anxious|tense|worried|uneasy,order|predictability|consideration|respect,Two appointments were booked at the same time for me.
clerk-refused-accommodation,refused accommodation request|declined interpreter|didn't allow extra time,excluded|tense|anxious|frustrated,access|inclusion|respect|support,My request for captions was declined without alternatives.
clerk-returned-item-denied,return denied without reason|store refused my return|policy not posted but used,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The return was denied and no policy was shown.
clerk-room-entered-without-consent,entered my room without knocking|opened my door without asking|came in unannounced,alarmed|scared|tense|anxious,space|privacy|safety|respect,clerk opened my door and stepped in without knocking.
clerk-belongings-moved,moved my things without asking|rearranged my desk|tidied my items without checking,frustrated|pressured|tired|resentful,autonomy|space|respect|consideration,My labeled folders were moved to a cabinet.
clerk-back-to-back-meetings,scheduled meetings back to back|no breaks between calls|stacked calendar without space,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,Three meetings were booked with no buffer in between.
clerk-i-feel-like-phrasing,I feel like they ignored me|I feel like no one cares|I feel like they did this on purpose,hurt|sad|lonely|anxious,to-be-heard|acknowledgement|understanding|connection,I feel like no one cared about my message today.
clerk-because-clause,they left because I spoke up|they changed plans because of me|they did it because I said no,hurt|sad|lonely|anxious,to-be-heard|respect|mutuality|understanding,"They left right after I spoke up, saying it was because I challenged the idea."
clerk-after-clause,"after I shared, no response|after I asked, they went silent|after I arrived, the plan changed",confused|uncertain|anxious|unsettled,clarity|respect|consideration|predictability,"After I asked a question, they went silent."
clerk-comparison-better-than,"compared me to someone else|'unlike X, you' from clerk|said others do it better",hurt|sad|lonely|anxious,to-be-seen|fairness|acknowledgement|respect,clerk said someone else handles it better than me.
clerk-apology-missing,no apology after mistake|never apologized|didn't say sorry,hurt|sad|lonely|anxious,accountability|repair|respect|honesty,"After the mistake, there was no apology from clerk."
banker-ignored-message,banker ignored my message|banker left me on read|banker did not reply|seen .* no reply from banker|I feel like banker ignored me|ignored my message|left me on read|did not reply|I feel like ignored me,hurt|sad|lonely|anxious,to-be-seen|connection|belonging|consideration,I sent two messages to banker and saw 'seen' with no reply for 48 hours.
banker-changed-plan-without-asking,banker changed the plan without asking|banker decided for me|banker made plans without me|banker told me I had to|changed the plan without asking|decided for me|made plans without me|told me I had to,frustrated|pressured|tired|resentful,autonomy|choice|freedom|mutuality,banker changed the plan and told me what I'd be doing without checking.
banker-overcharged,charged .* extra at checkout|price higher than quoted by banker|fee added after total|tip changed after payment,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,The final bill from banker included a fee that wasn't in the quote.
banker-lost-item,lost my .*|my .* was misplaced|banker can't find my paperwork|banker lost my paperwork|can't find my paperwork|lost my paperwork,frustrated|pressured|tired|resentful,care|clarity|acknowledgement|responsibility,banker couldn't find the paperwork I handed them last week.
banker-breach-privacy,banker shared my info without consent|banker forwarded my email|banker posted my photo without asking|screenshot of our chat shared by banker|shared my info without consent|forwarded my email|posted my photo without asking,confused|uncertain|anxious|unsettled,privacy|autonomy|respect|safety,banker posted a screenshot of our chat in a group without asking.
banker-public-criticism,banker criticized me in public|banker called me out in front of others|banker pointed out my mistake loudly|criticized me in public|called me out in front of others|pointed out my mistake loudly,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,banker highlighted my mistake during the meeting while others watched.
banker-credit-taken,banker took credit for my work|banker presented my work as theirs|banker left my name off|took credit for my work|presented my work as theirs|left my name off,jealous|hurt|angry|anxious,acknowledgement|recognition|fairness|respect,My contribution was presented by banker without my name mentioned.
banker-deadline-moved-earlier,deadline moved up by banker|due date pulled earlier by banker|asked for delivery sooner than agreed by banker,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,The due date was moved from Friday to Wednesday without checking my capacity.
banker-muted-or-removed,banker muted me|banker removed me from the call|banker kicked me from the channel|muted me|removed me from the call|kicked me from the channel,embarrassed|hurt|anxious|lonely,respect|autonomy|consideration|to-be-heard,banker muted me while I was speaking.
banker-meeting-started-without-me,meeting started early|decisions made before I joined|banker began before scheduled time|began before scheduled time,confused|uncertain|anxious|unsettled,consideration|inclusion|predictability|respect,"When I joined at the scheduled time, they were already on agenda item two."
banker-form-closed-early,form closed early|submission window ended early|link closed before deadline,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The application portal closed hours before the stated deadline.
banker-appointment-canceled-last-minute,appointment canceled last minute by banker|canceled same day|backed out with short notice,hurt|sad|lonely|anxious,reliability|support|consideration|security,banker canceled 30 minutes before the appointment.
banker-name-misspelled-after-correction,kept misspelling my name|used the wrong name after I corrected it|name still wrong in records,hurt|sad|lonely|anxious,respect|honor|to-be-seen|belonging,"After I corrected them, banker kept spelling my name wrong."
banker-conditional-invite,invited only if .*|'you can come if' from banker|included conditionally in plans,hurt|sad|lonely|anxious,belonging|inclusion|to-be-seen|respect,banker said I could come only if I handled the driving.
banker-backhanded-compliment,banker gave a backhanded compliment|'for someone like you' comment from banker|compliment with a dig|gave a backhanded compliment,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,"banker said, 'You're articulate for someone so young.'"
banker-gaslight-phrases,banker said 'that's not what happened' after I described it|banker said I'm imagining things|'you're crazy' from banker|said 'that's not what happened' after I described it|said I'm imagining things,confused|uncertain|anxious|unsettled,understanding|honesty|trust|respect,"After I described the email, banker said it never happened."
banker-omitted-context,banker left out key info|banker didn't share the requirement|banker omitted the deadline|left out key info|didn't share the requirement|omitted the deadline,confused|uncertain|anxious|unsettled,clarity|honesty|support|fairness,I learned the requirement only after the submission closed.
banker-policy-enforced-selectively,rule applied to me not others|selective enforcement by banker|inconsistent policy enforcement,frustrated|pressured|tired|resentful,justice|fairness|respect|acknowledgement,Others got exceptions that I was denied.
banker-moderation-removed-no-reason,banker removed my post without reason|thread locked by banker|comment deleted without explanation|removed my post without reason,silenced|frustrated|lonely|powerless,participation|to-be-heard|consideration|mutuality,A moderator removed my post without any reason.
banker-algorithm-shadowban,my posts get no views|content hidden without notice|no one can see my posts,confused|uncertain|anxious|unsettled,clarity|predictability|justice|respect,My post views dropped to zero with no explanation.
banker-accessibility-gap,no captions provided|slides not accessible|no ramp available at venue,excluded|anxious|discouraged|frustrated,access|inclusion|respect|support,The webinar had no captions despite prior requests.
banker-parking-issue,parking spot taken despite permit|assigned spot occupied|blocked my car,frustrated|pressured|tired|resentful,fairness|clarity|respect|predictability,My assigned spot was taken and no alternative was offered.
banker-noise-violation-night,loud noise during quiet hours|party past quiet hours|music kept me up,overwhelmed|pressured|tired|anxious,rest|consideration|peace|respect,Music played loudly past midnight through the shared wall.
banker-thermostat-changed,thermostat changed without asking|temperature changed without checking|ac set very cold without asking,frustrated|pressured|tired|resentful,comfort|consideration|communication|respect,The thermostat was turned down while I was still working.
banker-paperwork-lost-agency,agency lost my documents|office misplaced my file|documents missing after submission,frustrated|pressured|tired|resentful,clarity|responsibility|acknowledgement|support,The office couldn't find the forms I submitted last month.
banker-immigration-appointment-changed,appointment rescheduled without notice|time changed after I confirmed|new date assigned without asking,anxious|tense|worried|uneasy,predictability|consideration|respect|clarity,The appointment was moved to a weekday morning without checking my availability.
banker-bank-fee-added,unexpected bank fee|maintenance fee added|account charged without explanation,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,A fee appeared on my account with no explanation.
banker-customer-service-loop,stuck in automated loop|can't reach a person|support bot replies only,frustrated|pressured|tired|resentful,support|access|clarity|consideration,The support line kept sending automated messages without connecting me to a person.
banker-safety-ignored,ignored safety protocol|didn't wear required gear|skipped the safety step,alarmed|scared|tense|anxious,safety|predictability|trust|care,banker began the procedure without wearing the required gloves.
banker-appointment-overbooked,double-booked my slot|two appointments at same time|overbooked schedule,anxious|tense|worried|uneasy,order|predictability|consideration|respect,Two appointments were booked at the same time for me.
banker-refused-accommodation,refused accommodation request|declined interpreter|didn't allow extra time,excluded|tense|anxious|frustrated,access|inclusion|respect|support,My request for captions was declined without alternatives.
banker-returned-item-denied,return denied without reason|store refused my return|policy not posted but used,confused|uncertain|anxious|unsettled,fairness|clarity|respect|predictability,The return was denied and no policy was shown.
banker-room-entered-without-consent,entered my room without knocking|opened my door without asking|came in unannounced,alarmed|scared|tense|anxious,space|privacy|safety|respect,banker opened my door and stepped in without knocking.
banker-belongings-moved,moved my things without asking|rearranged my desk|tidied my items without checking,frustrated|pressured|tired|resentful,autonomy|space|respect|consideration,My labeled folders were moved to a cabinet.
banker-back-to-back-meetings,scheduled meetings back to back|no breaks between calls|stacked calendar without space,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,Three meetings were booked with no buffer in between.
banker-i-feel-like-phrasing,I feel like they ignored me|I feel like no one cares|I feel like they did this on purpose,hurt|sad|lonely|anxious,to-be-heard|acknowledgement|understanding|connection,I feel like no one cared about my message today.
banker-because-clause,they left because I spoke up|they changed plans because of me|they did it because I said no,hurt|sad|lonely|anxious,to-be-heard|respect|mutuality|understanding,"They left right after I spoke up, saying it was because I challenged the idea."
banker-after-clause,"after I shared, no response|after I asked, they went silent|after I arrived, the plan changed",confused|uncertain|anxious|unsettled,clarity|respect|consideration|predictability,"After I asked a question, they went silent."
banker-comparison-better-than,"compared me to someone else|'unlike X, you' from banker|said others do it better",hurt|sad|lonely|anxious,to-be-seen|fairness|acknowledgement|respect,banker said someone else handles it better than me.
banker-apology-missing,no apology after mistake|never apologized|didn't say sorry,hurt|sad|lonely|anxious,accountability|repair|respect|honesty,"After the mistake, there was no apology from banker."
teller-ignored-message,teller ignored my message|teller left me on read|teller did not reply|seen .* no reply from teller|I feel like teller ignored me|ignored my message|left me on read|did not reply|I feel like ignored me,hurt|sad|lonely|anxious,to-be-seen|connection|belonging|consideration,I sent two messages to teller and saw 'seen' with no reply for 48 hours.
teller-changed-plan-without-asking,teller changed the plan without asking|teller decided for me|teller made plans without me|teller told me I had to|changed the plan without asking|decided for me|made plans without me|told me I had to,frustrated|pressured|tired|resentful,autonomy|choice|freedom|mutuality,teller changed the plan and told me what I'd be doing without checking.
teller-overcharged,charged .* extra at checkout|price higher than quoted by teller|fee added after total|tip changed after payment,confused|uncertain|anxious|unsettled,clarity|fairness|trust|honesty,The final bill from teller included a fee that wasn't in the quote.
teller-lost-item,lost my .*|my .* was misplaced|teller can't find my paperwork|teller lost my paperwork|can't find my paperwork|lost my paperwork,frustrated|pressured|tired|resentful,care|clarity|acknowledgement|responsibility,teller couldn't find the paperwork I handed them last week.
teller-breach-privacy,teller shared my info without consent|teller forwarded my email|teller posted my photo without asking|screenshot of our chat shared by teller|shared my info without consent|forwarded my email|posted my photo without asking,confused|uncertain|anxious|unsettled,privacy|autonomy|respect|safety,teller posted a screenshot of our chat in a group without asking.
teller-public-criticism,teller criticized me in public|teller called me out in front of others|teller pointed out my mistake loudly|criticized me in public|called me out in front of others|pointed out my mistake loudly,embarrassed|hurt|anxious|lonely,respect|to-be-heard|consideration|honor,teller highlighted my mistake during the meeting while others watched.
teller-credit-taken,teller took credit for my work|teller presented my work as theirs|teller left my name off|took credit for my work|presented my work as theirs|left my name off,jealous|hurt|angry|anxious,acknowledgement|recognition|fairness|respect,My contribution was presented by teller without my name mentioned.
teller-deadline-moved-earlier,deadline moved up by teller|due date pulled earlier by teller|asked for delivery sooner than agreed by teller,overwhelmed|pressured|tired|anxious,support|do-things-at-my-own-pace-and-in-my-own-way|consideration|rest,The due date was moved from Friday to Wednesday without checking my capacity.
